Ensembl Gene ID	Chromosome Name	Associated Gene Name	Gene type	EntrezGene ID	HGNC ID(s)
ENSG00000162444	1	RBP7	protein_coding	116362	HGNC:30316
ENSG00000270292	4	RP11-453E17.4	processed_pseudogene		
ENSG00000241124	CHR_HSCHR6_MHC_SSTO_CTG1	HCG16	processed_transcript		HGNC:20424
ENSG00000196196	9	HRCT1	protein_coding	646962	HGNC:33872
ENSG00000121022	8	COPS5	protein_coding	10987	HGNC:2240
ENSG00000282299	X	RP11-126O22.6	processed_pseudogene		
ENSG00000255297	11	OR4A41P	unprocessed_pseudogene		HGNC:31260
ENSG00000255295	11	RP11-745I13.1	processed_pseudogene		
ENSG00000173285	1	OR10K1	protein_coding	391109	HGNC:14693
ENSG00000282697	X	RP11-126O22.7	processed_pseudogene		
ENSG00000279248	11	RP11-643G5.1	TEC		
ENSG00000281736	CHR_HSCHR5_3_CTG1	LINC01511	lincRNA	100506791	HGNC:51200
ENSG00000234176	X	HSPA8P1	processed_pseudogene		HGNC:5245
ENSG00000261596	16	CTB-31N19.3	sense_intronic		
ENSG00000170356	7	OR2A20P	transcribed_unprocessed_pseudogene	401428	HGNC:15413
ENSG00000104522	8	TSTA3	protein_coding	7264	HGNC:12390
ENSG00000223738	3	RP11-781E19.1	processed_pseudogene		
ENSG00000279056	11	RP11-643G5.4	TEC		
ENSG00000262001	18	DLGAP1-AS2	antisense		HGNC:28146
ENSG00000280142	X	RP13-16D10.1	TEC		
ENSG00000251629	5	RP11-774D14.1	lincRNA		
ENSG00000235334	X	BTG3P1	processed_pseudogene		HGNC:51543
ENSG00000226744	7	AC079781.5	processed_pseudogene		
ENSG00000258120	12	KRT128P	unprocessed_pseudogene		HGNC:48882
ENSG00000279697	11	RP11-643G5.2	TEC		
ENSG00000282417	CHR_HSCHR15_4_CTG8	HERC2P9	transcribed_unprocessed_pseudogene	440248	HGNC:30495
ENSG00000228209	2	AC073091.2	processed_pseudogene		
ENSG00000261291	16	RP11-295M3.2	sense_intronic		
ENSG00000265554	18	RP11-419J16.1	lincRNA		
ENSG00000182557	17	SPNS3	protein_coding	201305	HGNC:28433
ENSG00000280201	11	RP11-643G5.5	TEC		
ENSG00000205795	2	CYS1	protein_coding	192668	HGNC:18525
ENSG00000261056	16	RP11-454F8.2	transcribed_processed_pseudogene		
ENSG00000234306	10	RP11-271F18.1	lincRNA		
ENSG00000275641	CHR_HSCHR19_3_CTG2	PCGF7P	processed_pseudogene		HGNC:30341
ENSG00000260585	X	RP13-192B19.2	lincRNA		
ENSG00000270828	6	RP3-466P17.2	lincRNA		
ENSG00000204787	2	REG1CP	transcribed_unprocessed_pseudogene		HGNC:9953
ENSG00000227412	9	STK33P1	processed_pseudogene		HGNC:26871
ENSG00000279662	16	RP11-609N14.4	TEC		
ENSG00000279593	14	RP11-131H24.5	TEC		
ENSG00000155666	16	KDM8	protein_coding	79831	HGNC:25840
ENSG00000279300	19	CTD-3149D2.2	TEC		
ENSG00000214825	3	EI24P3	processed_pseudogene		HGNC:44588
ENSG00000085832	1	EPS15	protein_coding	2060	HGNC:3419
ENSG00000275976	7	SPDYE11	transcribed_unprocessed_pseudogene		HGNC:51507
ENSG00000260442	16	ATP2A1-AS1	antisense	100289092	HGNC:51370
ENSG00000125571	2	IL37	protein_coding	27178	HGNC:15563
ENSG00000263551	18	RP11-78F17.1	lincRNA		
ENSG00000259740	15	RP11-142J21.2	sense_intronic		
ENSG00000233068	6	RP1-140K8.1	lincRNA		
ENSG00000129864	Y	VCY	protein_coding	9084	HGNC:12668
ENSG00000182165	7	TP53TG1	lincRNA		HGNC:17026
ENSG00000260128	15	ULK4P2	transcribed_unprocessed_pseudogene		HGNC:15776
ENSG00000234653	2	AC079117.1	antisense	101927907	
ENSG00000156697	X	UTP14A	protein_coding	10813	HGNC:10665
ENSG00000132635	20	PCED1A	protein_coding	64773	HGNC:16212
ENSG00000282978	3	RP11-144C15.2	processed_pseudogene		
ENSG00000227617	2	CERS6-AS1	processed_transcript	100861402	HGNC:44485
ENSG00000171757	3	LRRC34	protein_coding	151827	HGNC:28408
ENSG00000183011	17	NAA38	protein_coding	84316	HGNC:28212
ENSG00000235030	CHR_HSCHR6_MHC_SSTO_CTG1	IER3	protein_coding	8870	HGNC:5392
ENSG00000135870	1	RC3H1	protein_coding	149041	HGNC:29434
ENSG00000227115	18	LINC01630	lincRNA	100287225	HGNC:52295
ENSG00000275317	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1	KIR2DL4	protein_coding	3805	HGNC:6332
ENSG00000167771	11	RCOR2	protein_coding	283248	HGNC:27455
ENSG00000229051	1	RP5-952N6.1	lincRNA	101927244	
ENSG00000259500	15	KRT8P24	processed_pseudogene		HGNC:33376
ENSG00000225763	CHR_HSCHR6_MHC_DBB_CTG1	MICG	unprocessed_pseudogene		HGNC:16802
ENSG00000279225	16	RP11-2K6.1	TEC		
ENSG00000205517	19	RGL3	protein_coding	57139	HGNC:30282
ENSG00000270387	4	RP11-315D13.1	processed_pseudogene		
ENSG00000124399	4	NDUFB4P12	processed_pseudogene		HGNC:45260
ENSG00000260658	16	RP11-368L12.1	lincRNA		
ENSG00000228210	20	RPL7AL2	processed_pseudogene		
ENSG00000275886	CHR_HSCHR17_2_CTG1	RP11-1260E13.4	processed_transcript	100506388	
ENSG00000279655	7	AC004009.1	TEC		
ENSG00000253559	2	OSGEPL1-AS1	antisense		HGNC:41009
ENSG00000281406	1	BLACAT1	lincRNA		HGNC:48597
ENSG00000260991	16	RP11-616M22.9	unprocessed_pseudogene		
ENSG00000277509	3	RP11-944L7.6	processed_pseudogene		
ENSG00000164144	4	ARFIP1	protein_coding	27236	HGNC:21496
ENSG00000260284	16	TPSP2	unprocessed_pseudogene		HGNC:14136
ENSG00000231752	1	EMBP1	transcribed_unprocessed_pseudogene	647121	HGNC:38661
ENSG00000006459	7	KDM7A	protein_coding	80853	HGNC:22224
ENSG00000272431	5	RP11-281O15.8	lincRNA		
ENSG00000229302	Y	TAF9P2	processed_pseudogene		HGNC:31744
ENSG00000260187	16	RP11-439I14.1	transcribed_processed_pseudogene		
ENSG00000248724	3	NPHP3-AS1	antisense	348808	HGNC:24129
ENSG00000150361	13	KLHL1	protein_coding	57626	HGNC:6352
ENSG00000228901	11	HMGN2P36	processed_pseudogene		HGNC:39407
ENSG00000227189	4	AC092535.3	antisense		
ENSG00000254996	5	ANKHD1-EIF4EBP3	protein_coding	404734	HGNC:33530
ENSG00000225037	X	EIF1AX-AS1	antisense	100874078	HGNC:40208
ENSG00000242474	7	AC093627.9	lincRNA		
ENSG00000232504	2	ST3GAL5-AS1	lincRNA		HGNC:51129
ENSG00000131969	14	ABHD12B	protein_coding	145447	HGNC:19837
ENSG00000277639	16	RP11-467J12.4	protein_coding	105371267	
ENSG00000157343	6	ARMC12	protein_coding	221481	HGNC:21099
ENSG00000144036	2	EXOC6B	protein_coding	23233	HGNC:17085
ENSG00000249833	3	CCDC37-AS1	antisense	100506907	HGNC:49641
ENSG00000128694	2	OSGEPL1	protein_coding	64172	HGNC:23075
ENSG00000182912	21	TSPEAR-AS2	antisense		HGNC:16428
ENSG00000183566	20	BPIFA4P	transcribed_unitary_pseudogene	317716	HGNC:20469
ENSG00000260078	16	RP11-44F14.1	transcribed_unprocessed_pseudogene		
ENSG00000231058	21	MSANTD2P1	processed_pseudogene		HGNC:39637
ENSG00000235879	13	FAR1P1	processed_pseudogene		HGNC:39675
ENSG00000239467	2	AC007405.6	lincRNA		
ENSG00000225154	1	RP11-184J23.2	processed_pseudogene		
ENSG00000198805	14	PNP	protein_coding	4860	HGNC:7892
ENSG00000168256	17	NKIRAS2	protein_coding	28511	HGNC:17898
ENSG00000271889	2	RP11-493E12.1	lincRNA		
ENSG00000204301	6	NOTCH4	protein_coding	4855	HGNC:7884
ENSG00000243245	CHR_HSCHR6_MHC_SSTO_CTG1	XXbac-BPG254F23.6	processed_transcript		
ENSG00000120333	1	MRPS14	protein_coding	63931	HGNC:14049
ENSG00000230414	CHR_HSCHR6_MHC_SSTO_CTG1	HLA-DQB1-AS1	processed_transcript	106480429	HGNC:39762
ENSG00000273883	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1	LILRP2	transcribed_processed_pseudogene	79166	HGNC:15497
ENSG00000227577	CHR_HSCHR6_MHC_APD_CTG1	COL11A2P1	unprocessed_pseudogene		HGNC:13947
ENSG00000229083	X	PSMA6P2	processed_pseudogene		HGNC:39607
ENSG00000124214	20	STAU1	protein_coding	6780	HGNC:11370
ENSG00000279231	13	RP11-341D18.6	unprocessed_pseudogene		
ENSG00000279120	16	RP11-140I24.2	TEC		
ENSG00000205856	22	C22orf42	protein_coding	150297	HGNC:27160
ENSG00000281947	CHR_HSCHR14_3_CTG1	IGHEP1	IG_C_pseudogene		HGNC:5523
ENSG00000265751	18	RP11-296E23.1	antisense		
ENSG00000141579	17	ZNF750	protein_coding	79755	HGNC:25843
ENSG00000264388	18	RP11-752P2.1	processed_pseudogene		
ENSG00000263505	18	RP11-78F17.3	processed_pseudogene		
ENSG00000265946	18	RP11-752P2.2	processed_pseudogene		
ENSG00000258051	12	RP11-474C8.3	processed_pseudogene		
ENSG00000227338	10	RP11-195B3.1	lincRNA		
ENSG00000223730	22	RP1-127B20.4	transcribed_processed_pseudogene		
ENSG00000257848	12	RP11-474C8.5	processed_pseudogene		
ENSG00000233321	10	RP11-482E14.1	lincRNA		
ENSG00000177234	10	LINC01561	lincRNA	404216	HGNC:31365
ENSG00000198668	14	CALM1	protein_coding	801	HGNC:1442
ENSG00000198668	14	CALM1	protein_coding	805	HGNC:1442
ENSG00000267417	19	CTC-239J10.1	antisense		
ENSG00000157554	21	ERG	protein_coding	2078	HGNC:3446
ENSG00000203797	6	DDO	protein_coding	8528	HGNC:2727
ENSG00000230234	6	RP1-276N6.2	lincRNA		
ENSG00000017483	X	SLC38A5	protein_coding	92745	HGNC:18070
ENSG00000230347	X	CT47A8	protein_coding	728049	HGNC:33289
ENSG00000232165	7	RP5-905H7.6	processed_pseudogene		
ENSG00000274461	10	RP11-323P17.2	processed_transcript		
ENSG00000172680	8	MOS	protein_coding	4342	HGNC:7199
ENSG00000270855	18	RP11-863N1.4	processed_pseudogene		
ENSG00000128309	22	MPST	protein_coding	4357	HGNC:7223
ENSG00000244289	8	RPS3AP35	processed_pseudogene		HGNC:35902
ENSG00000267694	18	RP11-691H4.4	antisense		
ENSG00000164418	6	GRIK2	protein_coding	2898	HGNC:4580
ENSG00000227630	1	LINC01132	lincRNA	100506810	HGNC:49444
ENSG00000257366	16	MIR3180-2	lincRNA		HGNC:38343
ENSG00000253141	5	CTB-164N12.1	lincRNA		
ENSG00000106052	7	TAX1BP1	protein_coding	8887	HGNC:11575
ENSG00000228075	18	BOD1L2	protein_coding	284257	HGNC:28505
ENSG00000276898	9	RP11-118H15.1	lincRNA		
ENSG00000151466	4	SCLT1	protein_coding	132320	HGNC:26406
ENSG00000213318	16	RP11-331F4.1	processed_pseudogene		
ENSG00000172294	Y	CSPG4P4Y	unprocessed_pseudogene		HGNC:38535
ENSG00000128944	15	KNSTRN	protein_coding	90417	HGNC:30767
ENSG00000228014	7	ZNF680P1	processed_pseudogene		HGNC:50379
ENSG00000130775	1	THEMIS2	protein_coding	9473	HGNC:16839
ENSG00000130803	19	ZNF317	protein_coding	57693	HGNC:13507
ENSG00000240494	17	RPS12P28	processed_pseudogene		HGNC:36972
ENSG00000274102	15	OR4M2	protein_coding	390538	HGNC:15373
ENSG00000273808	CHR_HSCHR16_1_CTG1	ABCC6P2	transcribed_unprocessed_pseudogene	730013	HGNC:33353
ENSG00000251048	4	RP11-608B3.1	lincRNA		
ENSG00000281174	CHR_HSCHR4_1_CTG9	RP11-468N14.4	unprocessed_pseudogene		
ENSG00000154229	17	PRKCA	protein_coding	5578	HGNC:9393
ENSG00000232502	2	AC073464.7	processed_pseudogene		
ENSG00000230397	10	SPTLC1P1	transcribed_processed_pseudogene		HGNC:39668
ENSG00000276650	7	RP11-321E8.8	unprocessed_pseudogene		
ENSG00000254718	14	CTD-2184C24.2	antisense	101927702	
ENSG00000229853	20	RP5-1049G16.4	processed_pseudogene		
ENSG00000132207	16	SLX1A	protein_coding	548593	HGNC:20922
ENSG00000132207	16	SLX1A	protein_coding	105369236	HGNC:20922
ENSG00000198252	14	STYX	protein_coding	6815	HGNC:11447
ENSG00000070019	12	GUCY2C	protein_coding	2984	HGNC:4688
ENSG00000219642	6	BMPR1APS1	processed_pseudogene		HGNC:21742
ENSG00000282386	1	RP11-422P24.12	antisense		
ENSG00000033867	3	SLC4A7	protein_coding	9497	HGNC:11033
ENSG00000235674	1	LDHAP2	processed_pseudogene		HGNC:6537
ENSG00000231585	5	AC034228.2	antisense		
ENSG00000176444	1	CLK2	protein_coding	1196	HGNC:2069
ENSG00000214110	9	LDHAP4	processed_pseudogene		HGNC:6539
ENSG00000123096	12	SSPN	protein_coding	8082	HGNC:11322
ENSG00000166848	16	TERF2IP	protein_coding	54386	HGNC:19246
ENSG00000165271	9	NOL6	protein_coding	65083	HGNC:19910
ENSG00000155729	2	KCTD18	protein_coding	130535	HGNC:26446
ENSG00000235159	22	RP6-109B7.4	lincRNA		
ENSG00000258955	14	LINC00519	lincRNA		HGNC:19838
ENSG00000234577	6	SYNE1-AS1	antisense		HGNC:40793
ENSG00000270293	19	CTC-360J11.5	processed_pseudogene		
ENSG00000273248	10	RP11-399K21.13	lincRNA		
ENSG00000253998	2	IGKV2-29	IG_V_pseudogene		HGNC:5784
ENSG00000236598	CHR_HSCHR6_MHC_APD_CTG1	NCRNA00171	processed_transcript		
ENSG00000233313	10	HMGA1P5	processed_pseudogene		HGNC:19120
ENSG00000281122	CHR_HSCHR4_4_CTG12	RP11-679C8.2	antisense		
ENSG00000168916	5	ZNF608	protein_coding	57507	HGNC:29238
ENSG00000237149	10	ZNF503-AS2	antisense	100131213	HGNC:23525
ENSG00000197182	22	MIRLET7BHG	lincRNA	400931	HGNC:37189
ENSG00000197182	22	MIRLET7BHG	lincRNA	406883	HGNC:37189
ENSG00000197182	22	MIRLET7BHG	lincRNA	406884	HGNC:37189
ENSG00000197182	22	MIRLET7BHG	lincRNA	100616143	HGNC:37189
ENSG00000271780	14	RP11-1017G21.5	lincRNA		
ENSG00000074071	16	MRPS34	protein_coding	65993	HGNC:16618
ENSG00000213310	7	CYCSP19	processed_pseudogene		HGNC:24392
ENSG00000233113	CHR_HSCHR6_MHC_QBL_CTG1	RPL7AP7	processed_pseudogene		HGNC:21395
ENSG00000232562	X	TPMTP3	processed_pseudogene		HGNC:44566
ENSG00000223856	Y	RAB9AP2	unprocessed_pseudogene		HGNC:38106
ENSG00000222122	X	RNU6-648P	snRNA		HGNC:47611
ENSG00000270016	15	RP11-932O9.8	antisense		
ENSG00000169402	7	RSPH10B2	protein_coding	728194	HGNC:34385
ENSG00000266564	1	MIR4418	miRNA	100616433	HGNC:41789
ENSG00000274978	1	RNU11	snRNA	26824	HGNC:10108
ENSG00000275030	9	RNU6-538P	snRNA		HGNC:47501
ENSG00000223807	9	BOLA3P4	processed_pseudogene		HGNC:51443
ENSG00000207778	18	MIR122	miRNA	100616357	HGNC:31501
ENSG00000181585	3	TMIE	protein_coding	259236	HGNC:30800
ENSG00000226655	4	AC096732.2	lincRNA		
ENSG00000276352	14	MIR668	miRNA	768214	HGNC:33135
ENSG00000278189	21	RNA5-8S5	rRNA	100008587	HGNC:37660
ENSG00000278829	17	RP11-358B23.7	sense_intronic		
ENSG00000252942	9	RNA5SP290	rRNA		HGNC:43190
ENSG00000234562	3	TPMTP2	processed_pseudogene		HGNC:44565
ENSG00000154734	21	ADAMTS1	protein_coding	9510	HGNC:217
ENSG00000201440	X	RNA5SP515	rRNA		HGNC:43415
ENSG00000103091	16	WDR59	protein_coding	79726	HGNC:25706
ENSG00000207653	2	MIR558	miRNA	693143	HGNC:32814
ENSG00000278922	16	AC002310.14	TEC		
ENSG00000277945	12	RP11-677M24.1	sense_intronic		
ENSG00000264063	21	MIR3687-2	miRNA	103504728	HGNC:50835
ENSG00000266276	18	MIR4743	miRNA	100616366	HGNC:41894
ENSG00000206941	11	SNORD15A	snoRNA	6079	HGNC:10114
ENSG00000260494	16	AC002310.10	unprocessed_pseudogene		
ENSG00000201931	4	RNA5SP172	rRNA		HGNC:43072
ENSG00000172260	1	NEGR1	protein_coding	257194	HGNC:17302
ENSG00000207061	7	Y_RNA	misc_RNA		
ENSG00000265942	15	RN7SL577P	misc_RNA		HGNC:46593
ENSG00000243238	2	IGKV2-30	IG_V_gene		HGNC:5785
ENSG00000277311	2	Six3os1_2	misc_RNA		
ENSG00000233179	22	RP11-536P6.3	lincRNA		
ENSG00000277403	CHR_HSCHR6_MHC_MANN_CTG1	CR547123.1	protein_coding		
ENSG00000169957	16	ZNF768	protein_coding	79724	HGNC:26273
ENSG00000273026	1	RP11-422P24.10	antisense		
ENSG00000278124	1	RN7SL186P	misc_RNA		HGNC:46202
ENSG00000267735	19	CTD-2265O21.7	antisense		
ENSG00000201415	6	RNA5SP204	rRNA		HGNC:43104
ENSG00000207197	15	SNORD116-12	snoRNA	100033424	HGNC:33078
ENSG00000256234	12	RP11-283G6.4	antisense		
ENSG00000224931	X	AC152010.1	unprocessed_pseudogene		
ENSG00000249403	5	CTC-281M20.4	lincRNA		
ENSG00000274342	22	TTC28-AS1_3	misc_RNA		
ENSG00000259194	15	RP11-108K3.4	sense_intronic		
ENSG00000280773	11	MIR7641-1	miRNA	102465752	HGNC:49995
ENSG00000269903	12	RP11-571M6.18	lincRNA		
ENSG00000278308	CHR_HSCHR16_1_CTG1	NPIPA3	protein_coding	642778	HGNC:41978
ENSG00000278109	17	Metazoa_SRP	misc_RNA		
ENSG00000278374	8	U4	snRNA		
ENSG00000235219	X	CTC-233O10.1	unprocessed_pseudogene		
ENSG00000274834	16	CTD-3037G24.5	lincRNA		
ENSG00000207094	7	SNORA67	snoRNA		
ENSG00000212712	18	AP002414.1	processed_pseudogene		
ENSG00000246662	8	LINC00535	antisense	642924	HGNC:43644
ENSG00000260066	5	CTD-2587M23.1	lincRNA		
ENSG00000236364	1	RP11-525G13.2	antisense		
ENSG00000207180	6	RNU6-411P	snRNA		HGNC:47374
ENSG00000277161	17	PIGW	protein_coding	284098	HGNC:23213
ENSG00000121577	3	POPDC2	protein_coding	64091	HGNC:17648
ENSG00000201955	5	RNY3P1	misc_RNA		HGNC:42477
ENSG00000236909	6	OR2P1P	unprocessed_pseudogene		HGNC:8272
ENSG00000199880	5	RNU6-888P	snRNA		HGNC:47851
ENSG00000152133	2	GPATCH11	protein_coding	253635	HGNC:26768
ENSG00000274417	19	MIR6515	miRNA	102466659	HGNC:50227
ENSG00000207821	19	MIR640	miRNA	693225	HGNC:32896
ENSG00000251697	9	RN7SKP24	misc_RNA		HGNC:45748
ENSG00000229880	21	IMMTP1	processed_pseudogene		HGNC:6048
ENSG00000200711	13	RNA5SP28	rRNA		HGNC:42604
ENSG00000254211	5	LINC01485	lincRNA		HGNC:51138
ENSG00000252837	14	RN7SKP99	misc_RNA		HGNC:45823
ENSG00000200213	21	RNU6-992P	snRNA		HGNC:47955
ENSG00000207445	11	SNORD15B	snoRNA	114599	HGNC:16649
ENSG00000258779	16	LINC01568	lincRNA	100506172	HGNC:51371
ENSG00000234927	7	HMGN1P18	processed_pseudogene		HGNC:39362
ENSG00000278783	2	MIR6071	miRNA	102466516	HGNC:50229
ENSG00000165655	10	ZNF503	protein_coding	84858	HGNC:23589
ENSG00000212413	10	RNU11-3P	snRNA		HGNC:46943
ENSG00000228499	2	TMSB10P1	processed_pseudogene		HGNC:41949
ENSG00000222236	4	RNA5SP163	rRNA		HGNC:43063
ENSG00000239152	10	RNA5SP310	rRNA		HGNC:43210
ENSG00000222007	2	AC064874.1	antisense		
ENSG00000149043	11	SYT8	protein_coding	90019	HGNC:19264
ENSG00000212475	12	RNU6-400P	snRNA		HGNC:47363
ENSG00000276584	1	MIR6737	miRNA	102465441	HGNC:50273
ENSG00000234429	2	AC105342.1	processed_pseudogene		
ENSG00000264002	21	RN7SL52P	misc_RNA		HGNC:46068
ENSG00000201393	10	SNORA71	snoRNA		
ENSG00000197872	2	FAM49A	protein_coding	81553	HGNC:25373
ENSG00000253291	7	TRBV7-7	TR_V_gene		HGNC:12241
ENSG00000275745	16	Y_RNA	misc_RNA		
ENSG00000160213	21	CSTB	protein_coding	1476	HGNC:2482
ENSG00000244260	2	RP11-521D12.2	lincRNA		
ENSG00000212468	6	RNU6-754P	snRNA		HGNC:47717
ENSG00000201331	15	SNORD115-23	snoRNA	100033800	HGNC:33042
ENSG00000206725	2	RNU6-1027P	snRNA		HGNC:47990
ENSG00000227777	1	RP4-738P11.3	processed_pseudogene		
ENSG00000251907	14	RNU6-240P	snRNA		HGNC:47203
ENSG00000212153	7	RNU1-82P	snRNA		HGNC:48424
ENSG00000278070	CHR_HSCHR15_1_CTG3	GOLGA8EP	unprocessed_pseudogene	100132979	HGNC:32377
ENSG00000282376	CHR_HSCHR9_1_CTG5	RP11-70K10.2	processed_pseudogene		
ENSG00000207426	X	Y_RNA	misc_RNA		
ENSG00000243439	6	RN7SL352P	misc_RNA		HGNC:46368
ENSG00000250990	7	AC073635.5	antisense		
ENSG00000251209	15	LINC00923	lincRNA	91948	HGNC:28088
ENSG00000221148	12	SNORA3	snoRNA		
ENSG00000201772	7	SNORA5C	snoRNA	677796	HGNC:32590
ENSG00000264901	20	MIR3616	miRNA	100500814	HGNC:38943
ENSG00000186645	7	SPDYE17	unprocessed_pseudogene		HGNC:51513
ENSG00000196091	12	MYBPC1	protein_coding	4604	HGNC:7549
ENSG00000237357	9	RP11-475I24.3	lincRNA		
ENSG00000144671	3	SLC22A14	protein_coding	9389	HGNC:8495
ENSG00000280363	22	CU104787.1	protein_coding		
ENSG00000153684	15	GOLGA8F	protein_coding		HGNC:32378
ENSG00000015520	7	NPC1L1	protein_coding	29881	HGNC:7898
ENSG00000222583	3	RN7SKP222	misc_RNA		HGNC:45946
ENSG00000277281	CHR_HSCHR11_3_CTG1	MUC6	polymorphic_pseudogene	4588	HGNC:7517
ENSG00000207092	18	Y_RNA	misc_RNA		
ENSG00000109089	17	CDR2L	protein_coding	30850	HGNC:29999
ENSG00000089116	12	LHX5	protein_coding	64211	HGNC:14216
ENSG00000201164	16	RNU4-36P	snRNA		HGNC:46972
ENSG00000276539	CHR_HSCHR9_1_CTG5	PLPPR1	protein_coding	54886	HGNC:25993
ENSG00000239868	19	RN7SL34P	misc_RNA		HGNC:46050
ENSG00000196557	16	CACNA1H	protein_coding	8912	HGNC:1395
ENSG00000160310	21	PRMT2	protein_coding	3275	HGNC:5186
ENSG00000202017	5	RNU6-806P	snRNA		HGNC:47769
ENSG00000143669	1	LYST	protein_coding	1130	HGNC:1968
ENSG00000281078	CHR_HSCHR2_2_CTG7	IGKV1D-8	IG_V_gene		HGNC:5759
ENSG00000185104	1	FAF1	protein_coding	11124	HGNC:3578
ENSG00000275405	KI270713.1	U1	snRNA		
ENSG00000206395	CHR_HSCHR6_MHC_QBL_CTG1	DDAH2	protein_coding	23564	HGNC:2716
ENSG00000238489	15	RNU6-749P	snRNA		HGNC:47712
ENSG00000240625	6	RN7SL403P	misc_RNA		HGNC:46419
ENSG00000133640	12	LRRIQ1	protein_coding	84125	HGNC:25708
ENSG00000243641	9	OR13C7	polymorphic_pseudogene		HGNC:15102
ENSG00000261033	17	RP11-209D14.2	antisense		
ENSG00000276861	2	5S_rRNA	rRNA		
ENSG00000264423	19	RN7SL718P	misc_RNA		HGNC:46734
ENSG00000113396	5	SLC27A6	protein_coding	28965	HGNC:11000
ENSG00000154537	9	FAM27C	lincRNA	105379444	HGNC:23668
ENSG00000277194	11	SNORD22	snoRNA	9304	HGNC:10145
ENSG00000257880	12	RP11-769N19.2	sense_intronic		
ENSG00000101746	18	NOL4	protein_coding	8715	HGNC:7870
ENSG00000211728	7	TRBV5-6	TR_V_gene		HGNC:12223
ENSG00000221782	2	MIR548F2	miRNA	100313771	HGNC:35306
ENSG00000273836	8	MIR6842	miRNA	102465507	HGNC:50254
ENSG00000276753	22	MIR6821	miRNA	102465493	HGNC:49980
ENSG00000196358	9	NTNG2	protein_coding	84628	HGNC:14288
ENSG00000248563	CHR_HSCHR6_MHC_SSTO_CTG1	RPSAP2	processed_pseudogene		HGNC:18771
ENSG00000252073	1	RNU6-947P	snRNA		HGNC:47910
ENSG00000260159	15	RP11-483E23.4	unprocessed_pseudogene		
ENSG00000242559	X	RN7SL144P	misc_RNA		HGNC:46160
ENSG00000212534	2	SNORD70	snoRNA	692110	HGNC:32731
ENSG00000240801	11	AC132217.4	3prime_overlapping_ncRNA		
ENSG00000228571	Y	HSFY7P	unprocessed_pseudogene		HGNC:38791
ENSG00000201021	20	RNU6-743P	snRNA		HGNC:47706
ENSG00000226751	21	AF127936.5	lincRNA		
ENSG00000200741	4	RNA5SP161	rRNA		HGNC:43061
ENSG00000279523	16	RP11-461O7.2	TEC		
ENSG00000253104	5	RP11-855C21.1	sense_intronic		
ENSG00000275219	17	U2	snRNA		
ENSG00000236816	9	ANKRD20A7P	unprocessed_pseudogene		HGNC:31980
ENSG00000225502	21	GAPDHP16	processed_pseudogene		HGNC:23768
ENSG00000274879	12	RP11-411G2.1	processed_pseudogene		
ENSG00000243051	1	RN7SL269P	misc_RNA		HGNC:46285
ENSG00000274274	X	GAGE13	protein_coding	645037	HGNC:29081
ENSG00000238446	10	RNU7-38P	snRNA		HGNC:34134
ENSG00000253448	22	IGLV3-6	IG_V_pseudogene		HGNC:5916
ENSG00000277124	7	DLX6-AS1_2	misc_RNA		
ENSG00000253234	22	IGLV2-5	IG_V_pseudogene		HGNC:5894
ENSG00000163755	3	HPS3	protein_coding	84343	HGNC:15597
ENSG00000081760	12	AACS	protein_coding	65985	HGNC:21298
ENSG00000202044	6	RNA5SP223	rRNA		HGNC:43123
ENSG00000279103	19	CTC-204F22.1	TEC		
ENSG00000223117	3	RN7SKP296	misc_RNA		HGNC:46020
ENSG00000248126	5	CTD-2012J19.2	unprocessed_pseudogene		
ENSG00000089157	12	RPLP0	protein_coding	6175	HGNC:10371
ENSG00000232917	1	HSPE1P6	processed_pseudogene		HGNC:49325
ENSG00000253078	2	RNU6-1116P	snRNA		HGNC:48079
ENSG00000273981	15	RN7SL106P	misc_RNA		HGNC:46122
ENSG00000170290	11	SLN	protein_coding	6588	HGNC:11089
ENSG00000212469	17	RNU6-1158P	snRNA		HGNC:48121
ENSG00000163322	4	FAM175A	protein_coding	84142	HGNC:25829
ENSG00000207457	22	RNU6-476P	snRNA		HGNC:47439
ENSG00000202423	2	RNU6-827P	snRNA		HGNC:47790
ENSG00000237289	15	CKMT1B	protein_coding	1159	HGNC:1995
ENSG00000238443	12	Y_RNA	misc_RNA		
ENSG00000279576	11	AP000769.1	protein_coding		
ENSG00000106609	7	TMEM248	protein_coding	55069	HGNC:25476
ENSG00000228278	9	ORM2	protein_coding	5005	HGNC:8499
ENSG00000214725	16	CDIPT-AS1	transcribed_unitary_pseudogene	440356	HGNC:48609
ENSG00000252537	10	SNORA31	snoRNA		
ENSG00000108100	10	CCNY	protein_coding	219771	HGNC:23354
ENSG00000261365	15	RP11-483E23.5	unprocessed_pseudogene		
ENSG00000111218	12	PRMT8	protein_coding	56341	HGNC:5188
ENSG00000254499	22	AC002056.5	antisense		
ENSG00000202058	22	RN7SKP80	misc_RNA		HGNC:45804
ENSG00000252137	6	RNU6-1338P	snRNA		HGNC:48301
ENSG00000211731	7	TRBV5-7	TR_V_gene		HGNC:12224
ENSG00000232787	X	OR7L1P	processed_pseudogene		HGNC:14827
ENSG00000283558	10	hsa-mir-3158-1	miRNA		
